10,8425.303966322037
10,1032.2390181954156
10,6585.276219511506
10,6569.1759250295145
10,23969.07070938477
10,25069.22725783521
10,35694.198180762316
10,24010.278750511647
10,23751.950239852853
10,23908.779214026275
10,22027.726730519462
10,23050.62808945302
10,22722.205746326537
10,19395.133842765714
10,22945.444475703174
20,4892.999412703409
50,800.2248959807482
50,2339.306169038647
50,62314.3485952723
50,10975.352122552076
50,16326.193199043511
50,10722.578750603165
50,12384.520114539733
80,1281.5559747926332
90,44747.15075228001
