0,44806.69412895885
100,44289.07214911264
200,42987.93856572742
300,42883.873635409655
400,42224.377965613254
500,36046.15747593278
600,34411.75378985959
700,33180.50708755804
800,30703.694313140706
900,29118.89169148781
1000,28300.790609379088
