0,34300.93029968029
2,31158.875308541083
4,30690.425275519035
6,34125.380279404846
8,30040.14955907412
10,27754.252117818327
12,29235.52466906388
14,30032.643714987644
16,29672.34504967956
18,33976.248741289506
20,30050.644565313378
